segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id
chiesi.,UNLABELLED,UNLABELLED,UNLABELLED,1,2,482107,482114,chiesi.,"['5362-1', '5362-2']",5550
« No.,UNLABELLED,UNLABELLED,UNLABELLED,1,3,482118,482122,«No.,"['5363-1', '5363-2', '5363-3']",5551
"Disgraziatamente, la notte stessa ci fu l ’ attacco al cantiere, i briganti vennero respinti, portarono via qualcosa, lasciarono qualche cadavere.",UNLABELLED,UNLABELLED,UNLABELLED,20,26,482123,482267,"Disgraziatamente, la notte stessa ci fu l’attacco al cantiere, i briganti vennero respinti, portarono via qualcosa, lasciarono qualche cadavere.","['5364-1', '5364-2', '5364-3', '5364-4', '5364-5', '5364-6', '5364-7', '5364-8', '5364-9', '5364-10', '5364-11', '5364-12', '5364-13', '5364-14', '5364-15', '5364-16', '5364-17', '5364-18', '5364-19', '5364-20', '5364-21', '5364-22', '5364-23', '5364-24', '5364-25', '5364-26']",5552
"Gli operai, disgraziatamente, riferirono l ’ attacco alle minacce del giovane, anzi, lo credettero istigato da lui.",UNLABELLED,UNLABELLED,UNLABELLED,16,22,482268,482381,"Gli operai, disgraziatamente, riferirono l’attacco alle minacce del giovane, anzi, lo credettero istigato da lui.","['5365-1', '5365-2', '5365-3', '5365-4', '5365-5', '5365-6', '5365-7', '5365-8', '5365-9', '5365-10', '5365-11', '5365-12', '5365-13', '5365-14', '5365-15', '5365-16', '5365-17', '5365-18', '5365-19', '5365-20', '5365-21', '5365-22']",5553
"E, il giorno dopo, disgraziatamente, passarono gli zaptié, più preoccupati di offrire un esempio, che di aprire una inchiesta.",Conqueror,UNLABELLED,Conqueror,19,25,482382,482508,"E, il giorno dopo, disgraziatamente, passarono gli zaptié, più preoccupati di offrire un esempio, che di aprire una inchiesta.","['5366-1', '5366-2', '5366-3', '5366-4', '5366-5', '5366-6', '5366-7', '5366-8', '5366-9', '5366-10', '5366-11', '5366-12', '5366-13', '5366-14', '5366-15', '5366-16', '5366-17', '5366-18', '5366-19', '5366-20', '5366-21', '5366-22', '5366-23', '5366-24', '5366-25']",5554
Bastò il sospetto. »,UNLABELLED,UNLABELLED,UNLABELLED,3,5,482509,482528,Bastò il sospetto.»,"['5367-1', '5367-2', '5367-3', '5367-4', '5367-5']",5555
"« Capisco, » dissi « e se non sbaglio, tu tenderesti a far ricadere la responsabilità del massacro sul mio colpo di rivoltella.",UNLABELLED,UNLABELLED,UNLABELLED,20,26,482532,482656,"«Capisco,» dissi «e se non sbaglio, tu tenderesti a far ricadere la responsabilità del massacro sul mio colpo di rivoltella.","['5368-1', '5368-2', '5368-3', '5368-4', '5368-5', '5368-6', '5368-7', '5368-8', '5368-9', '5368-10', '5368-11', '5368-12', '5368-13', '5368-14', '5368-15', '5368-16', '5368-17', '5368-18', '5368-19', '5368-20', '5368-21', '5368-22', '5368-23', '5368-24', '5368-25', '5368-26']",5556
"Di questo passo, l ’ avvenire dell ’ Africa sarà stato compromesso dal mio colpo di rivoltella. »",UNLABELLED,UNLABELLED,UNLABELLED,15,20,482657,482749,"Di questo passo, l’avvenire dell’Africa sarà stato compromesso dal mio colpo di rivoltella.»","['5369-1', '5369-2', '5369-3', '5369-4', '5369-5', '5369-6', '5369-7', '5369-8', '5369-9', '5369-10', '5369-11', '5369-12', '5369-13', '5369-14', '5369-15', '5369-16', '5369-17', '5369-18', '5369-19', '5369-20']",5557
"« No, » disse il sottotenente « ma il massacro conclude un seguito di disgraziate circostanze iniziato dal tuo colpo di rivoltella.",UNLABELLED,UNLABELLED,UNLABELLED,19,24,482753,482881,"«No,» disse il sottotenente «ma il massacro conclude un seguito di disgraziate circostanze iniziato dal tuo colpo di rivoltella.","['5370-1', '5370-2', '5370-3', '5370-4', '5370-5', '5370-6', '5370-7', '5370-8', '5370-9', '5370-10', '5370-11', '5370-12', '5370-13', '5370-14', '5370-15', '5370-16', '5370-17', '5370-18', '5370-19', '5370-20', '5370-21', '5370-22', '5370-23', '5370-24']",5558
"E, a sua volta, il tuo colpo di rivoltella conclude un altro seguito di disgraziate circostanze.",UNLABELLED,UNLABELLED,UNLABELLED,16,19,482882,482978,"E, a sua volta, il tuo colpo di rivoltella conclude un altro seguito di disgraziate circostanze.","['5371-1', '5371-2', '5371-3', '5371-4', '5371-5', '5371-6', '5371-7', '5371-8', '5371-9', '5371-10', '5371-11', '5371-12', '5371-13', '5371-14', '5371-15', '5371-16', '5371-17', '5371-18', '5371-19']",5559
Quale fu la prima di queste ?,UNLABELLED,UNLABELLED,UNLABELLED,6,7,482979,483007,Quale fu la prima di queste?,"['5372-1', '5372-2', '5372-3', '5372-4', '5372-5', '5372-6', '5372-7']",5560
"Se potessimo saperlo, avremmo la chiave della tua storia.",UNLABELLED,UNLABELLED,UNLABELLED,9,11,483008,483065,"Se potessimo saperlo, avremmo la chiave della tua storia.","['5373-1', '5373-2', '5373-3', '5373-4', '5373-5', '5373-6', '5373-7', '5373-8', '5373-9', '5373-10', '5373-11']",5561
"Invece, così, ci appare non più importante di una partita ai dadi, dove tutto è affidato al caso.",UNLABELLED,UNLABELLED,UNLABELLED,18,22,483066,483163,"Invece, così, ci appare non più importante di una partita ai dadi, dove tutto è affidato al caso.","['5374-1', '5374-2', '5374-3', '5374-4', '5374-5', '5374-6', '5374-7', '5374-8', '5374-9', '5374-10', '5374-11', '5374-12', '5374-13', '5374-14', '5374-15', '5374-16', '5374-17', '5374-18', '5374-19', '5374-20', '5374-21', '5374-22']",5562
Quale fu la prima disgraziata circostanza ?,UNLABELLED,UNLABELLED,UNLABELLED,6,7,483164,483206,Quale fu la prima disgraziata circostanza?,"['5375-1', '5375-2', '5375-3', '5375-4', '5375-5', '5375-6', '5375-7']",5563
L ’ autocarro rovesciato ?,UNLABELLED,UNLABELLED,UNLABELLED,3,5,483207,483230,L’autocarro rovesciato?,"['5376-1', '5376-2', '5376-3', '5376-4', '5376-5']",5564
Il bivio nascosto dalla carogna ?,UNLABELLED,UNLABELLED,UNLABELLED,5,6,483231,483263,Il bivio nascosto dalla carogna?,"['5377-1', '5377-2', '5377-3', '5377-4', '5377-5', '5377-6']",5565
La tua sosta al torrente ?,UNLABELLED,UNLABELLED,UNLABELLED,5,6,483264,483289,La tua sosta al torrente?,"['5378-1', '5378-2', '5378-3', '5378-4', '5378-5', '5378-6']",5566
La tua paura ?,UNLABELLED,UNLABELLED,UNLABELLED,3,4,483290,483303,La tua paura?,"['5379-1', '5379-2', '5379-3', '5379-4']",5567
La pietra che deviò il colpo ?,UNLABELLED,UNLABELLED,UNLABELLED,6,7,483304,483333,La pietra che deviò il colpo?,"['5380-1', '5380-2', '5380-3', '5380-4', '5380-5', '5380-6', '5380-7']",5568
La bestia ?,UNLABELLED,UNLABELLED,UNLABELLED,2,3,483334,483344,La bestia?,"['5381-1', '5381-2', '5381-3']",5569
O i pacchi di dolciumi che ti inviava Lei ?,UNLABELLED,UNLABELLED,UNLABELLED,9,10,483345,483387,O i pacchi di dolciumi che ti inviava Lei?,"['5382-1', '5382-2', '5382-3', '5382-4', '5382-5', '5382-6', '5382-7', '5382-8', '5382-9', '5382-10']",5570
"Oppure, semplicemente, il dente che ti doleva ?",UNLABELLED,UNLABELLED,UNLABELLED,7,10,483388,483434,"Oppure, semplicemente, il dente che ti doleva?","['5383-1', '5383-2', '5383-3', '5383-4', '5383-5', '5383-6', '5383-7', '5383-8', '5383-9', '5383-10']",5571
"Sarebbe opportuno, almeno, sapere se era il dente del giudizio. »",UNLABELLED,UNLABELLED,UNLABELLED,10,14,483435,483499,"Sarebbe opportuno, almeno, sapere se era il dente del giudizio.»","['5384-1', '5384-2', '5384-3', '5384-4', '5384-5', '5384-6', '5384-7', '5384-8', '5384-9', '5384-10', '5384-11', '5384-12', '5384-13', '5384-14']",5572
"« No, » dissi « non era il dente del giudizio. »",UNLABELLED,UNLABELLED,UNLABELLED,8,14,483503,483547,"«No,» dissi «non era il dente del giudizio.»","['5385-1', '5385-2', '5385-3', '5385-4', '5385-5', '5385-6', '5385-7', '5385-8', '5385-9', '5385-10', '5385-11', '5385-12', '5385-13', '5385-14']",5573
"« Bene, » seguitò « ecco un motivo di consolazione.",UNLABELLED,UNLABELLED,UNLABELLED,7,12,483551,483599,"«Bene,» seguitò «ecco un motivo di consolazione.","['5386-1', '5386-2', '5386-3', '5386-4', '5386-5', '5386-6', '5386-7', '5386-8', '5386-9', '5386-10', '5386-11', '5386-12']",5574
Ma siamo daccapo.,UNLABELLED,UNLABELLED,UNLABELLED,3,4,483600,483617,Ma siamo daccapo.,"['5387-1', '5387-2', '5387-3', '5387-4']",5575
"Come tutte le storie di questo mondo, anche la tua sfugge a un ’ indagine.",UNLABELLED,UNLABELLED,UNLABELLED,14,17,483618,483690,"Come tutte le storie di questo mondo, anche la tua sfugge a un’indagine.","['5388-1', '5388-2', '5388-3', '5388-4', '5388-5', '5388-6', '5388-7', '5388-8', '5388-9', '5388-10', '5388-11', '5388-12', '5388-13', '5388-14', '5388-15', '5388-16', '5388-17']",5576
"A meno che non si voglia ammettere che le “ disgraziate circostanze ” ti seguivano, perché facevano parte della tua persona.",UNLABELLED,UNLABELLED,UNLABELLED,19,23,483691,483813,"A meno che non si voglia ammettere che le “disgraziate circostanze” ti seguivano, perché facevano parte della tua persona.","['5389-1', '5389-2', '5389-3', '5389-4', '5389-5', '5389-6', '5389-7', '5389-8', '5389-9', '5389-10', '5389-11', '5389-12', '5389-13', '5389-14', '5389-15', '5389-16', '5389-17', '5389-18', '5389-19', '5389-20', '5389-21', '5389-22', '5389-23']",5577
Obbedivano soltanto a te.,UNLABELLED,UNLABELLED,UNLABELLED,4,5,483814,483839,Obbedivano soltanto a te.,"['5390-1', '5390-2', '5390-3', '5390-4', '5390-5']",5578
"Eri tu, insomma.",UNLABELLED,UNLABELLED,UNLABELLED,3,5,483840,483856,"Eri tu, insomma.","['5391-1', '5391-2', '5391-3', '5391-4', '5391-5']",5579
Ma dove rifarsi ?,UNLABELLED,UNLABELLED,UNLABELLED,3,4,483857,483873,Ma dove rifarsi?,"['5392-1', '5392-2', '5392-3', '5392-4']",5580
Come cavarne una morale ?,UNLABELLED,UNLABELLED,UNLABELLED,4,5,483874,483898,Come cavarne una morale?,"['5393-1', '5393-2', '5393-3', '5393-4', '5393-5']",5581
"Eccoti diventato una persona saggia, da quel giovane superficiale che eri, e solo per virtù di qualche assassinio che hai commesso senza annettergli la minima importanza.",UNLABELLED,UNLABELLED,UNLABELLED,26,29,483899,484069,"Eccoti diventato una persona saggia, da quel giovane superficiale che eri, e solo per virtù di qualche assassinio che hai commesso senza annettergli la minima importanza.","['5394-1', '5394-2', '5394-3', '5394-4', '5394-5', '5394-6', '5394-7', '5394-8', '5394-9', '5394-10', '5394-11', '5394-12', '5394-13', '5394-14', '5394-15', '5394-16', '5394-17', '5394-18', '5394-19', '5394-20', '5394-21', '5394-22', '5394-23', '5394-24', '5394-25', '5394-26', '5394-27', '5394-28', '5394-29']",5582
Mi congratulo. »,UNLABELLED,UNLABELLED,UNLABELLED,2,4,484070,484085,Mi congratulo.»,"['5395-1', '5395-2', '5395-3', '5395-4']",5583
Tacemmo.,UNLABELLED,UNLABELLED,UNLABELLED,1,2,484089,484097,Tacemmo.,"['5396-1', '5396-2']",5584
"L ’ aver ucciso Mariam ora mi appariva un delitto indispensabile, ma non per le ragioni che me l ’ avevano suggerito.",UNLABELLED,UNLABELLED,UNLABELLED,20,24,484098,484211,"L’aver ucciso Mariam ora mi appariva un delitto indispensabile, ma non per le ragioni che me l’avevano suggerito.","['5397-1', '5397-2', '5397-3', '5397-4', '5397-5', '5397-6', '5397-7', '5397-8', '5397-9', '5397-10', '5397-11', '5397-12', '5397-13', '5397-14', '5397-15', '5397-16', '5397-17', '5397-18', '5397-19', '5397-20', '5397-21', '5397-22', '5397-23', '5397-24']",5585
"Più che un delitto, anzi, mi appariva una crisi, una malattia, che mi avrebbe difeso per sempre, rivelandomi a me stesso.",UNLABELLED,UNLABELLED,UNLABELLED,21,27,484212,484333,"Più che un delitto, anzi, mi appariva una crisi, una malattia, che mi avrebbe difeso per sempre, rivelandomi a me stesso.","['5398-1', '5398-2', '5398-3', '5398-4', '5398-5', '5398-6', '5398-7', '5398-8', '5398-9', '5398-10', '5398-11', '5398-12', '5398-13', '5398-14', '5398-15', '5398-16', '5398-17', '5398-18', '5398-19', '5398-20', '5398-21', '5398-22', '5398-23', '5398-24', '5398-25', '5398-26', '5398-27']",5586
"Amavo, ora, la mia vittima e potevo temere soltanto che mi abbandonasse.",UNLABELLED,UNLABELLED,UNLABELLED,12,15,484334,484406,"Amavo, ora, la mia vittima e potevo temere soltanto che mi abbandonasse.","['5399-1', '5399-2', '5399-3', '5399-4', '5399-5', '5399-6', '5399-7', '5399-8', '5399-9', '5399-10', '5399-11', '5399-12', '5399-13', '5399-14', '5399-15']",5587
"Oltre il ponte urlavano gli sciacalli, eppure il giorno si stava annunziando.",UNLABELLED,UNLABELLED,UNLABELLED,12,14,484410,484487,"Oltre il ponte urlavano gli sciacalli, eppure il giorno si stava annunziando.","['5400-1', '5400-2', '5400-3', '5400-4', '5400-5', '5400-6', '5400-7', '5400-8', '5400-9', '5400-10', '5400-11', '5400-12', '5400-13', '5400-14']",5588
"Dirimpetto, oltre il ciglio emergevano le tetre montagne della regione dove, a distanza di cento e più chilometri l ’ uno dall ’ altro, piccoli conventi ospitano persone che vanno là a cercare soltanto la solitudine.",Description,Landscape,Description_Landscape,34,40,484488,484700,"Dirimpetto, oltre il ciglio emergevano le tetre montagne della regione dove, a distanza di cento e più chilometri l’uno dall’altro, piccoli conventi ospitano persone che vanno là a cercare soltanto la solitudine.","['5401-1', '5401-2', '5401-3', '5401-4', '5401-5', '5401-6', '5401-7', '5401-8', '5401-9', '5401-10', '5401-11', '5401-12', '5401-13', '5401-14', '5401-15', '5401-16', '5401-17', '5401-18', '5401-19', '5401-20', '5401-21', '5401-22', '5401-23', '5401-24', '5401-25', '5401-26', '5401-27', '5401-28', '5401-29', '5401-30', '5401-31', '5401-32', '5401-33', '5401-34', '5401-35', '5401-36', '5401-37', '5401-38', '5401-39', '5401-40']",5589
"Probabilmente, una solitudine diversa da quella che ci rende tristi nelle città, e ci spinge nelle strade, nei caffè, nei teatri, per confortarci al calore di un ’ umanità altrettanto triste.",UNLABELLED,UNLABELLED,UNLABELLED,30,37,484701,484890,"Probabilmente, una solitudine diversa da quella che ci rende tristi nelle città, e ci spinge nelle strade, nei caffè, nei teatri, per confortarci al calore di un’umanità altrettanto triste.","['5402-1', '5402-2', '5402-3', '5402-4', '5402-5', '5402-6', '5402-7', '5402-8', '5402-9', '5402-10', '5402-11', '5402-12', '5402-13', '5402-14', '5402-15', '5402-16', '5402-17', '5402-18', '5402-19', '5402-20', '5402-21', '5402-22', '5402-23', '5402-24', '5402-25', '5402-26', '5402-27', '5402-28', '5402-29', '5402-30', '5402-31', '5402-32', '5402-33', '5402-34', '5402-35', '5402-36', '5402-37']",5590
"Ma possono vivere, sotto quel cielo che chiude l ’ orizzonte come un sipario e tra quelle nere montagne di basalto che a primavera fioriscono ?",Description,Landscape,Description_Landscape,24,27,484891,485031,"Ma possono vivere, sotto quel cielo che chiude l’orizzonte come un sipario e tra quelle nere montagne di basalto che a primavera fioriscono?","['5403-1', '5403-2', '5403-3', '5403-4', '5403-5', '5403-6', '5403-7', '5403-8', '5403-9', '5403-10', '5403-11', '5403-12', '5403-13', '5403-14', '5403-15', '5403-16', '5403-17', '5403-18', '5403-19', '5403-20', '5403-21', '5403-22', '5403-23', '5403-24', '5403-25', '5403-26', '5403-27']",5591
« Seguitiamo » dissi.,UNLABELLED,UNLABELLED,UNLABELLED,2,5,485035,485054,«Seguitiamo» dissi.,"['5404-1', '5404-2', '5404-3', '5404-4', '5404-5']",5592
"« Ora, il turbante. »",UNLABELLED,UNLABELLED,UNLABELLED,3,7,485055,485074,"«Ora, il turbante.»","['5405-1', '5405-2', '5405-3', '5405-4', '5405-5', '5405-6', '5405-7']",5593
« Seguitiamo » ripeté il sottotenente.,UNLABELLED,UNLABELLED,UNLABELLED,4,7,485078,485114,«Seguitiamo» ripeté il sottotenente.,"['5406-1', '5406-2', '5406-3', '5406-4', '5406-5', '5406-6', '5406-7']",5594
Aggiunse che questo punto gli sembrava difficile a chiarirsi.,UNLABELLED,UNLABELLED,UNLABELLED,9,10,485115,485176,Aggiunse che questo punto gli sembrava difficile a chiarirsi.,"['5407-1', '5407-2', '5407-3', '5407-4', '5407-5', '5407-6', '5407-7', '5407-8', '5407-9', '5407-10']",5595
"« Perché la donna aveva il turbante se non era infetta e, quindi, intoccabile ? »",UNLABELLED,UNLABELLED,UNLABELLED,13,18,485177,485255,"«Perché la donna aveva il turbante se non era infetta e, quindi, intoccabile?»","['5408-1', '5408-2', '5408-3', '5408-4', '5408-5', '5408-6', '5408-7', '5408-8', '5408-9', '5408-10', '5408-11', '5408-12', '5408-13', '5408-14', '5408-15', '5408-16', '5408-17', '5408-18']",5596
« Vorrei saperlo da te » risposi.,UNLABELLED,UNLABELLED,UNLABELLED,5,8,485259,485290,«Vorrei saperlo da te» risposi.,"['5409-1', '5409-2', '5409-3', '5409-4', '5409-5', '5409-6', '5409-7', '5409-8']",5597
"« Anzi, se non risolviamo questo primo quesito, inutile porsi il secondo. »",UNLABELLED,UNLABELLED,UNLABELLED,11,16,485291,485364,"«Anzi, se non risolviamo questo primo quesito, inutile porsi il secondo.»","['5410-1', '5410-2', '5410-3', '5410-4', '5410-5', '5410-6', '5410-7', '5410-8', '5410-9', '5410-10', '5410-11', '5410-12', '5410-13', '5410-14', '5410-15', '5410-16']",5598
Il sottotenente fece cenno di sì con la testa e annunciò che avrebbe avanzato due ipotesi.,UNLABELLED,UNLABELLED,UNLABELLED,16,17,485368,485458,Il sottotenente fece cenno di sì con la testa e annunciò che avrebbe avanzato due ipotesi.,"['5411-1', '5411-2', '5411-3', '5411-4', '5411-5', '5411-6', '5411-7', '5411-8', '5411-9', '5411-10', '5411-11', '5411-12', '5411-13', '5411-14', '5411-15', '5411-16', '5411-17']",5599
"« La prima, » disse « è che tu hai visto il turbante dopo, quando nel cortile della chiesa abbiamo accostato le due ragazze che l ’ avevano realmente. »",UNLABELLED,UNLABELLED,UNLABELLED,25,33,485459,485605,"«La prima,» disse «è che tu hai visto il turbante dopo, quando nel cortile della chiesa abbiamo accostato le due ragazze che l’avevano realmente.»","['5412-1', '5412-2', '5412-3', '5412-4', '5412-5', '5412-6', '5412-7', '5412-8', '5412-9', '5412-10', '5412-11', '5412-12', '5412-13', '5412-14', '5412-15', '5412-16', '5412-17', '5412-18', '5412-19', '5412-20', '5412-21', '5412-22', '5412-23', '5412-24', '5412-25', '5412-26', '5412-27', '5412-28', '5412-29', '5412-30', '5412-31', '5412-32', '5412-33']",5600
Scoppiai a ridere ed egli osservò che quell ’ ipotesi non avrebbe dovuto sorprendermi.,UNLABELLED,UNLABELLED,UNLABELLED,13,15,485609,485693,Scoppiai a ridere ed egli osservò che quell’ipotesi non avrebbe dovuto sorprendermi.,"['5413-1', '5413-2', '5413-3', '5413-4', '5413-5', '5413-6', '5413-7', '5413-8', '5413-9', '5413-10', '5413-11', '5413-12', '5413-13', '5413-14', '5413-15']",5601
"Non avevo, forse, un concetto molto chiaro della memoria e delle sue anticipazioni ?",UNLABELLED,UNLABELLED,UNLABELLED,13,16,485694,485777,"Non avevo, forse, un concetto molto chiaro della memoria e delle sue anticipazioni?","['5414-1', '5414-2', '5414-3', '5414-4', '5414-5', '5414-6', '5414-7', '5414-8', '5414-9', '5414-10', '5414-11', '5414-12', '5414-13', '5414-14', '5414-15', '5414-16']",5602
E continuò.,UNLABELLED,UNLABELLED,UNLABELLED,2,3,485778,485789,E continuò.,"['5415-1', '5415-2', '5415-3']",5603
